CryoSleep,Cabin,Age,VIP,Transported,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
False,F/16/P,8.0,False,True,0.0,0.0,0.0,0.0,0.0,16,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,G/14/S,24.0,False,True,688.0,0.0,0.0,0.0,17.0,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,C/5/S,40.0,False,True,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
False,F/17/P,43.0,False,False,211.0,0.0,0.0,638.0,513.0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,E/5/S,45.0,False,True,0.0,0.0,0.0,0.0,0.0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
True,G/15/S,35.0,False,True,0.0,0.0,0.0,0.0,0.0,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,G/16/S,26.0,False,True,0.0,0.0,0.0,0.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,F/20/S,27.0,False,False,1.0,697.0,31.0,188.0,0.0,20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,G/9/P,19.0,False,False,0.0,0.0,670.0,1.0,34.0,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,G/9/P,0.0,False,True,0.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,G/9/P,3.0,False,True,0.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,A/2/S,54.0,False,False,0.0,1208.0,0.0,3.0,637.0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
False,G/11/P,26.0,False,False,0.0,856.0,5.0,32.0,0.0,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,G/11/P,26.0,False,True,0.0,2811.0,957.0,0.0,87.0,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,F/19/P,23.0,False,False,311.0,427.0,526.0,37.0,0.0,19,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
True,G/12/P,2.0,False,True,0.0,0.0,0.0,0.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,F/23/S,18.0,False,False,0.0,0.0,0.0,830.0,91.0,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,F/24/S,24.0,False,True,0.0,0.0,0.0,0.0,17.0,24,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,G/18/S,9.0,False,True,0.0,0.0,0.0,0.0,0.0,18,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
True,G/18/S,6.0,False,False,0.0,0.0,0.0,0.0,0.0,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,F/21/P,27.0,False,False,0.0,0.0,570.0,2.0,131.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,D/2/S,21.0,False,False,1743.0,5.0,17.0,0.0,0.0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
True,G/19/S,23.0,False,False,0.0,0.0,0.0,0.0,0.0,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,G/19/S,31.0,False,False,562.0,0.0,326.0,0.0,0.0,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,G/19/S,0.0,True,True,0.0,0.0,0.0,0.0,0.0,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,B/5/P,40.0,False,False,0.0,331.0,0.0,0.0,1687.0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
False,B/5/P,42.0,False,True,2209.0,11418.0,0.0,1868.0,445.0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
True,B/5/P,28.0,False,True,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
True,E/6/S,29.0,False,True,0.0,0.0,0.0,0.0,0.0,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
False,B/1/S,48.0,True,True,0.0,2537.0,87.0,17.0,13.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
False,F/23/P,64.0,False,True,0.0,0.0,804.0,0.0,0.0,23,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,G/20/S,27.0,False,False,82.0,157.0,429.0,238.0,1.0,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,F/24/P,26.0,False,True,0.0,0.0,0.0,0.0,0.0,24,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,D/4/P,33.0,False,True,1.0,2223.0,0.0,12.0,404.0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
False,A/0/P,39.0,False,False,0.0,2344.0,0.0,65.0,6898.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
True,A/0/P,13.0,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
True,F/25/P,24.0,False,True,0.0,0.0,0.0,0.0,0.0,25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,G/21/S,29.0,False,False,0.0,0.0,0.0,699.0,74.0,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,F/27/P,18.0,False,False,55.0,597.0,49.0,0.0,1.0,27,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,F/27/S,67.0,False,True,0.0,0.0,0.0,0.0,0.0,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,E/7/S,35.0,False,False,701.0,0.0,296.0,0.0,25.0,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
False,D/3/S,61.0,True,False,2353.0,334.0,9.0,316.0,2.0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
False,E/8/S,45.0,False,False,2103.0,6.0,0.0,0.0,0.0,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
True,G/22/S,22.0,False,True,0.0,0.0,0.0,0.0,0.0,22,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
True,F/29/S,19.0,False,True,0.0,0.0,0.0,0.0,0.0,29,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,D/5/S,36.0,False,False,2738.0,0.0,0.0,0.0,0.0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
False,G/17/P,19.0,False,True,0.0,14.0,730.0,0.0,0.0,17,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,G/23/S,47.0,False,False,97.0,418.0,126.0,25.0,55.0,23,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
True,G/18/P,13.0,False,True,0.0,0.0,0.0,0.0,0.0,18,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,E/5/P,34.0,False,False,0.0,22.0,0.0,564.0,207.0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
True,C/6/S,35.0,False,True,0.0,0.0,0.0,0.0,0.0,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
True,G/19/P,24.0,False,True,0.0,0.0,0.0,0.0,0.0,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,F/29/P,26.0,False,False,440.0,0.0,0.0,0.0,462.0,29,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/30/P,31.0,False,False,416.0,0.0,97.0,0.0,0.0,30,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/31/S,20.0,False,True,0.0,420.0,210.0,0.0,0.0,31,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,G/25/S,56.0,False,False,0.0,0.0,0.0,0.0,0.0,25,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,G/26/S,50.0,False,True,0.0,0.0,0.0,0.0,0.0,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,F/31/P,42.0,False,False,1072.0,0.0,10.0,0.0,76.0,31,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
True,G/27/S,28.82793046746535,False,True,0.0,0.0,0.0,0.0,0.0,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
True,G/20/P,38.0,False,False,0.0,0.0,0.0,0.0,0.0,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
False,F/32/P,41.0,False,False,0.0,0.0,0.0,0.0,607.0,32,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,G/22/P,22.0,False,False,4119.0,0.0,0.0,0.0,61.0,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,B/8/P,26.0,False,True,0.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
True,B/8/P,17.0,False,True,0.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
False,G/28/S,57.0,False,True,50.0,1688.0,0.0,1760.75,135.0,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,G/28/S,17.0,False,False,0.0,0.0,0.0,0.0,0.0,28,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
True,F/37/P,35.0,True,True,0.0,0.0,0.0,0.0,0.0,37,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
True,F/35/S,13.0,False,True,0.0,0.0,0.0,0.0,0.0,35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,F/35/S,27.0,False,False,1365.0,0.0,48.0,22.0,137.0,35,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
True,G/23/P,31.0,False,False,0.0,0.0,0.0,0.0,0.0,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,E/10/S,24.0,False,False,0.0,0.0,0.0,221.0,567.0,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
True,G/30/S,19.0,False,True,0.0,0.0,0.0,0.0,0.0,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
True,G/24/P,32.0,False,True,0.0,0.0,0.0,0.0,0.0,24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,E/11/S,58.0,False,True,0.0,985.0,0.0,5.0,0.0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
False,F/38/P,21.0,False,False,287.0,0.0,16.0,115.0,175.0,38,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
False,B/2/S,38.0,False,False,0.0,10346.0,1.0,14970.0,2111.0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
False,D/6/S,38.0,False,False,3414.0,0.0,161.0,28.0,119.0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
False,G/26/P,19.0,False,True,1.0,219.0,673.0,2.0,11.0,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,G/26/P,0.0,False,False,0.0,0.0,0.0,0.0,0.0,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,G/26/P,3.0,False,True,0.0,0.0,0.0,0.0,0.0,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,G/27/P,20.0,False,False,0.0,0.0,3.0,299.0,92.0,27,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,C/3/P,24.0,False,True,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
False,F/36/S,37.0,False,True,17.0,146.0,426.0,0.0,232.0,36,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,G/28/P,25.0,False,False,62.0,0.0,0.0,0.0,956.0,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,G/31/S,56.0,False,True,0.0,0.0,0.0,0.0,0.0,31,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,E/8/P,49.0,False,False,84.0,3.0,401.0,202.0,98.0,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
True,G/32/S,11.0,False,False,0.0,0.0,0.0,0.0,0.0,32,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
True,G/29/P,1.0,False,True,0.0,0.0,0.0,0.0,0.0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,G/29/P,8.0,False,False,0.0,0.0,0.0,0.0,0.0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,G/29/P,39.0,False,False,0.0,0.0,10.0,898.0,0.0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,F/41/P,2.0,False,True,0.0,0.0,0.0,0.0,0.0,41,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/41/P,23.0,False,False,1028.25,0.0,8.0,1072.0,0.0,41,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/41/P,0.0,False,True,0.0,0.0,0.0,0.0,0.0,41,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/42/P,39.0,False,True,406.0,0.0,867.0,0.0,0.0,42,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,D/5/P,25.0,False,False,1052.0,0.0,719.0,0.0,7.0,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
False,C/5/P,36.0,False,False,0.0,972.0,0.0,795.0,575.0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
True,G/30/P,52.0,False,True,0.0,0.0,0.0,0.0,0.0,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
True,G/33/S,18.0,False,False,0.0,0.0,0.0,0.0,0.0,33,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,G/31/P,15.0,False,True,0.0,0.0,0.0,0.0,0.0,31,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,B/3/S,35.0,False,True,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
True,B/3/S,47.0,False,True,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
True,B/9/P,45.0,False,True,0.0,0.0,0.0,0.0,0.0,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
False,A/2/P,28.82793046746535,False,True,0.0,2433.0,27.25,878.0,443.0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
True,C/8/S,51.0,False,True,0.0,0.0,0.0,0.0,0.0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
False,G/34/S,29.0,False,False,0.0,2.0,66.0,0.0,705.0,34,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,C/9/S,28.82793046746535,False,True,2.0,1720.0,12.0,1125.0,122.0,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
True,G/32/P,19.0,False,False,0.0,0.0,0.0,0.0,0.0,32,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
True,D/6/P,24.0,False,True,0.0,0.0,0.0,0.0,0.0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
False,F/44/P,29.0,False,True,902.0,1.0,137.0,0.0,0.0,44,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
True,F/44/P,11.0,False,True,0.0,0.0,0.0,0.0,0.0,44,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/44/P,17.0,False,False,848.0,0.0,307.0,182.0,0.0,44,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,E/9/P,13.0,False,False,192.0,0.0,0.0,51.0,739.0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
False,F/45/P,35.0,False,False,147.0,188.0,0.0,10.0,387.0,45,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/46/P,21.0,False,False,367.0,281.0,0.0,0.0,146.0,46,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,F/40/S,21.0,False,False,0.0,56.0,0.0,0.0,1918.0,40,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
False,F/47/P,38.0,False,False,1517.0,0.0,0.0,27.0,0.0,47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,G/36/P,19.0,False,True,0.0,0.0,0.0,0.0,0.0,36,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
