CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Num,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
False,E/2/S,56.0,False,0.0,112.0,0.0,1379.0,127.0,False,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
False,F/11/S,25.0,False,0.0,0.0,1938.0,0.0,1.0,True,1,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,1
False,A/1/S,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
True,A/1/S,38.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
False,A/1/S,27.0,False,279.0,605.0,3374.0,286.0,3.0,True,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
True,G/7/S,36.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,1
False,F/12/S,22.0,False,45.0,1096.0,148.0,1377.0,1.0,False,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,1
False,F/13/S,62.0,False,0.0,592.0,0.0,17.0,25.0,False,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,0,1
True,F/14/S,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,14,0,0,0,0,0,1,0,0,0,1
False,G/6/P,62.0,False,1.0,153.0,197.0,0.0,460.0,False,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,1,0
True,G/10/S,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,1
False,G/10/S,18.0,False,1.0,258.0,446.0,0.0,0.0,True,1,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,1
False,F/15/S,21.0,False,1946.0,37.0,0.0,0.0,24.0,False,1,0,0,1,0,0,15,0,0,0,0,0,1,0,0,0,1
False,F/16/S,42.0,False,887.0,0.0,9.0,6.0,0.0,True,1,0,0,0,0,1,16,0,0,0,0,0,1,0,0,0,1
False,F/13/P,19.0,False,190.0,0.0,5.0,1.0,726.0,False,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,1,0
False,F/14/P,17.0,False,16.0,2165.0,0.0,0.0,52.0,False,1,0,0,0,0,1,14,0,0,0,0,0,1,0,0,1,0
False,F/17/S,14.0,False,0.0,1.0,0.0,0.0,1063.0,False,1,0,0,0,0,1,17,0,0,0,0,0,1,0,0,0,1
False,D/3/P,37.0,False,46.0,83.0,738.0,0.0,12.0,False,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0
False,C/3/S,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1
False,F/18/S,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,0,0,1,0,0,1,18,0,0,0,0,0,1,0,0,0,1
False,F/15/P,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,0,0,1,0,0,1,15,0,0,0,0,0,1,0,0,1,0
False,C/4/S,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1
True,G/13/S,13.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,1
False,F/16/P,42.0,False,7406.0,0.0,0.0,0.0,0.0,False,0,0,1,0,0,1,16,0,0,0,0,0,1,0,0,1,0
True,F/16/P,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,16,0,0,0,0,0,1,0,0,1,0
False,F/16/P,8.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,16,0,0,0,0,0,1,0,0,1,0
False,G/14/S,24.0,False,688.0,0.0,0.0,0.0,17.0,True,1,0,0,0,0,1,14,0,0,0,0,0,0,1,0,0,1
True,C/5/S,40.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,5,0,0,1,0,0,0,0,0,0,1
False,F/17/P,43.0,False,211.0,0.0,0.0,638.0,513.0,False,1,0,0,0,0,1,17,0,0,0,0,0,1,0,0,1,0
True,E/5/S,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,0,1
True,G/15/S,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,15,0,0,0,0,0,0,1,0,0,1
False,F/20/S,27.0,False,1.0,697.0,31.0,188.0,0.0,False,1,0,0,0,0,1,20,0,0,0,0,0,1,0,0,0,1
False,G/9/P,19.0,False,0.0,0.0,670.0,1.0,34.0,False,1,0,0,0,0,1,9,0,0,0,0,0,0,1,0,1,0
True,G/9/P,3.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,9,0,0,0,0,0,0,1,0,1,0
False,A/2/S,54.0,False,0.0,1208.0,0.0,3.0,637.0,False,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1
False,G/11/P,26.0,False,0.0,856.0,5.0,32.0,0.0,False,1,0,0,0,0,1,11,0,0,0,0,0,0,1,0,1,0
False,G/11/P,26.0,False,0.0,2811.0,957.0,0.0,87.0,True,1,0,0,0,0,1,11,0,0,0,0,0,0,1,0,1,0
False,F/19/P,23.0,False,311.0,427.0,526.0,37.0,0.0,False,1,0,0,0,1,0,19,0,0,0,0,0,1,0,0,1,0
False,F/23/S,18.0,False,0.0,0.0,0.0,830.0,91.0,False,1,0,0,0,0,1,23,0,0,0,0,0,1,0,0,0,1
True,G/18/S,9.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,1,0,0,18,0,0,0,0,0,0,1,0,0,1
True,G/18/S,6.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,18,0,0,0,0,0,0,1,0,0,1
False,D/2/S,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1
True,G/19/S,23.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,1
False,G/19/S,31.0,False,562.0,0.0,326.0,0.0,0.0,False,1,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,1
False,B/5/P,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0
True,B/5/P,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0
True,E/6/S,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,1
False,B/1/S,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
False,F/23/P,64.0,False,0.0,0.0,804.0,0.0,0.0,True,1,0,0,0,0,1,23,0,0,0,0,0,1,0,0,1,0
False,G/20/S,27.0,False,82.0,157.0,429.0,238.0,1.0,False,1,0,0,0,0,1,20,0,0,0,0,0,0,1,0,0,1
False,D/4/P,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0
True,A/0/P,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
False,G/21/S,29.0,False,0.0,0.0,0.0,699.0,74.0,False,1,0,0,0,0,1,21,0,0,0,0,0,0,1,0,0,1
False,F/27/P,18.0,False,55.0,597.0,49.0,0.0,1.0,False,1,0,0,0,0,1,27,0,0,0,0,0,1,0,0,1,0
True,F/27/S,67.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,27,0,0,0,0,0,1,0,0,0,1
False,E/7/S,35.0,False,701.0,0.0,296.0,0.0,25.0,False,0,0,1,0,0,1,7,0,0,0,0,1,0,0,0,0,1
False,D/3/S,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1
False,E/8/S,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1
True,F/29/S,19.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,29,0,0,0,0,0,1,0,0,0,1
False,D/5/S,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,1
False,G/17/P,19.0,False,0.0,14.0,730.0,0.0,0.0,True,1,0,0,0,0,1,17,0,0,0,0,0,0,1,0,1,0
False,G/23/S,47.0,False,97.0,418.0,126.0,25.0,55.0,False,1,0,0,0,1,0,23,0,0,0,0,0,0,1,0,0,1
True,G/18/P,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,18,0,0,0,0,0,0,1,0,1,0
True,C/6/S,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1
True,G/19/P,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,19,0,0,0,0,0,0,1,0,1,0
False,F/29/P,26.0,False,440.0,0.0,0.0,0.0,462.0,False,1,0,0,0,0,1,29,0,0,0,0,0,1,0,0,1,0
False,F/31/S,20.0,False,0.0,420.0,210.0,0.0,0.0,True,1,0,0,0,0,1,31,0,0,0,0,0,1,0,0,0,1
False,G/25/S,56.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,25,0,0,0,0,0,0,1,0,0,1
True,G/26/S,50.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,26,0,0,0,0,0,0,1,0,0,1
False,F/31/P,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,0,0,1,0,0,1,31,0,0,0,0,0,1,0,0,1,0
True,G/20/P,38.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,20,0,0,0,0,0,0,1,0,1,0
False,G/22/P,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,1,0,0,0,0,1,22,0,0,0,0,0,0,1,0,1,0
True,B/8/P,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,8,0,1,0,0,0,0,0,0,1,0
True,B/8/P,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,8,0,1,0,0,0,0,0,0,1,0
True,G/28/S,17.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,1,0,28,0,0,0,0,0,0,1,0,0,1
True,F/35/S,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,35,0,0,0,0,0,1,0,0,0,1
False,F/35/S,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,0,0,1,0,0,1,35,0,0,0,0,0,1,0,0,0,1
True,G/23/P,31.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,23,0,0,0,0,0,0,1,0,1,0
False,E/10/S,24.0,False,0.0,0.0,0.0,221.0,567.0,False,1,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1
True,G/30/S,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,30,0,0,0,0,0,0,1,0,0,1
True,G/24/P,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,24,0,0,0,0,0,0,1,0,1,0
False,F/38/P,21.0,False,287.0,0.0,16.0,115.0,175.0,False,1,0,0,1,0,0,38,0,0,0,0,0,1,0,0,1,0
False,B/2/S,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1
False,D/6/S,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,0,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,1
False,G/26/P,19.0,False,1.0,219.0,673.0,2.0,11.0,True,1,0,0,0,0,1,26,0,0,0,0,0,0,1,0,1,0
False,G/26/P,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,26,0,0,0,0,0,0,1,0,1,0
False,G/26/P,3.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,26,0,0,0,0,0,0,1,0,1,0
False,G/27/P,20.0,False,0.0,0.0,3.0,299.0,92.0,False,1,0,0,0,0,1,27,0,0,0,0,0,0,1,0,1,0
True,C/3/P,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0
False,F/36/S,37.0,False,17.0,146.0,426.0,0.0,232.0,True,1,0,0,0,0,1,36,0,0,0,0,0,1,0,0,0,1
False,G/28/P,25.0,False,62.0,0.0,0.0,0.0,956.0,False,1,0,0,0,0,1,28,0,0,0,0,0,0,1,0,1,0
True,G/31/S,56.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,31,0,0,0,0,0,0,1,0,0,1
False,E/8/P,49.0,False,84.0,3.0,401.0,202.0,98.0,False,1,0,0,1,0,0,8,0,0,0,0,1,0,0,0,1,0
True,G/32/S,11.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,32,0,0,0,0,0,0,1,0,0,1
True,G/29/P,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,29,0,0,0,0,0,0,1,0,1,0
False,G/29/P,8.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,29,0,0,0,0,0,0,1,0,1,0
False,G/29/P,39.0,False,0.0,0.0,10.0,898.0,0.0,False,1,0,0,0,0,1,29,0,0,0,0,0,0,1,0,1,0
True,F/41/P,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,41,0,0,0,0,0,1,0,0,1,0
False,F/41/P,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,41,0,0,0,0,0,1,0,0,1,0
False,F/42/P,39.0,False,406.0,0.0,867.0,0.0,0.0,True,0,0,1,0,0,1,42,0,0,0,0,0,1,0,0,1,0
False,D/5/P,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,0,0,1,0,1,0,5,0,0,0,1,0,0,0,0,1,0
False,C/5/P,36.0,False,0.0,972.0,0.0,795.0,575.0,False,0,1,0,0,0,1,5,0,0,1,0,0,0,0,0,1,0
True,G/33/S,18.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,33,0,0,0,0,0,0,1,0,0,1
True,G/31/P,15.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,31,0,0,0,0,0,0,1,0,1,0
True,B/3/S,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1
True,B/3/S,47.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1
True,B/9/P,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,1,0,0,9,0,1,0,0,0,0,0,0,1,0
True,C/8/S,51.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,8,0,0,1,0,0,0,0,0,0,1
False,G/34/S,29.0,False,0.0,2.0,66.0,0.0,705.0,False,1,0,0,0,0,1,34,0,0,0,0,0,0,1,0,0,1
True,G/32/P,19.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,1,0,32,0,0,0,0,0,0,1,0,1,0
False,F/44/P,29.0,False,902.0,1.0,137.0,0.0,0.0,True,0,0,1,0,0,1,44,0,0,0,0,0,1,0,0,1,0
True,F/44/P,11.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,44,0,0,0,0,0,1,0,0,1,0
False,F/44/P,17.0,False,848.0,0.0,307.0,182.0,0.0,False,0,0,1,0,0,1,44,0,0,0,0,0,1,0,0,1,0
False,E/9/P,13.0,False,192.0,0.0,0.0,51.0,739.0,False,1,0,0,0,0,1,9,0,0,0,0,1,0,0,0,1,0
False,F/45/P,35.0,False,147.0,188.0,0.0,10.0,387.0,False,1,0,0,0,0,1,45,0,0,0,0,0,1,0,0,1,0
False,F/46/P,21.0,False,367.0,281.0,0.0,0.0,146.0,False,1,0,0,0,0,1,46,0,0,0,0,0,1,0,0,1,0
False,F/40/S,21.0,False,0.0,56.0,0.0,0.0,1918.0,False,1,0,0,1,0,0,40,0,0,0,0,0,1,0,0,0,1
False,F/47/P,38.0,False,1517.0,0.0,0.0,27.0,0.0,False,1,0,0,0,0,1,47,0,0,0,0,0,1,0,0,1,0
True,G/36/P,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,36,0,0,0,0,0,0,1,0,1,0
True,G/37/P,2.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,37,0,0,0,0,0,0,1,0,1,0
False,G/37/P,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,37,0,0,0,0,0,0,1,0,1,0
True,G/37/P,13.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,37,0,0,0,0,0,0,1,0,1,0
False,F/48/P,16.0,False,0.0,3.0,0.0,0.0,1099.0,False,1,0,0,0,0,1,48,0,0,0,0,0,1,0,0,1,0
False,G/37/P,1.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,1,0,0,37,0,0,0,0,0,0,1,0,1,0
True,G/37/P,15.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,0,1,37,0,0,0,0,0,0,1,0,1,0
False,E/13/S,21.0,False,2237.0,0.0,119.0,0.0,0.0,False,0,0,1,1,0,0,13,0,0,0,0,1,0,0,0,0,1
False,E/13/S,23.0,False,1215.0,80.0,1.0,2.0,0.0,False,0,0,1,0,0,1,13,0,0,0,0,1,0,0,0,0,1
False,E/13/S,33.0,False,1933.0,12.0,188.0,1.0,0.0,False,0,0,1,0,0,1,13,0,0,0,0,1,0,0,0,0,1
True,E/13/S,21.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,13,0,0,0,0,1,0,0,0,0,1
False,E/13/S,41.0,False,1230.0,0.0,301.0,43.0,1023.0,False,0,0,1,0,0,1,13,0,0,0,0,1,0,0,0,0,1
False,E/13/S,16.0,False,915.0,0.0,221.0,234.0,0.0,False,0,0,1,0,0,1,13,0,0,0,0,1,0,0,0,0,1
True,E/13/S,42.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0,1,0,0,1,13,0,0,0,0,1,0,0,0,0,1
False,F/41/S,20.0,False,1406.0,0.0,0.0,11.0,0.0,False,0,0,1,0,0,1,41,0,0,0,0,0,1,0,0,0,1
True,F/41/S,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,41,0,0,0,0,0,1,0,0,0,1
True,E/14/S,16.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,14,0,0,0,0,1,0,0,0,0,1
False,G/35/S,21.0,False,0.0,2.0,665.0,0.0,9.0,False,1,0,0,0,0,1,35,0,0,0,0,0,0,1,0,0,1
False,F/42/S,32.0,True,181.0,0.0,5.0,1634.0,0.0,False,0,0,1,0,0,1,42,0,0,0,0,0,1,0,0,0,1
True,G/38/P,58.0,False,0.0,0.0,0.0,0.0,0.0,True,1,0,0,0,1,0,38,0,0,0,0,0,0,1,0,1,0
False,F/43/S,24.0,False,4.0,7.0,0.0,713.0,79.0,False,1,0,0,0,0,1,43,0,0,0,0,0,1,0,0,0,1
False,F/44/S,30.0,False,85.0,0.0,1.0,1720.0,0.0,False,0,0,1,0,0,1,44,0,0,0,0,0,1,0,0,0,1
False,F/45/S,32.0,False,56.0,0.0,256.0,1438.0,0.0,False,0,0,1,0,0,1,45,0,0,0,0,0,1,0,0,0,1
True,B/11/P,42.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,11,0,1,0,0,0,0,0,0,1,0
True,F/52/P,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,52,0,0,0,0,0,1,0,0,1,0
True,G/37/S,21.0,False,0.0,0.0,0.0,0.0,0.0,False,1,0,0,0,0,1,37,0,0,0,0,0,0,1,0,0,1
False,C/6/P,46.0,False,0.0,3571.0,0.0,0.0,7.0,True,0,1,0,1,0,0,6,0,0,1,0,0,0,0,0,1,0
False,C/6/P,33.0,False,0.0,86.0,796.0,584.0,10912.0,False,0,1,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0
False,D/8/P,21.0,False,2947.0,0.0,287.0,27.0,0.0,False,0,0,1,0,0,1,8,0,0,0,1,0,0,0,0,1,0
False,C/10/S,33.0,False,0.0,1.0,0.0,8620.0,1063.0,False,0,1,0,0,0,1,10,0,0,1,0,0,0,0,0,0,1
False,F/53/P,30.0,False,335.0,695.0,541.0,0.0,0.0,False,1,0,0,0,0,1,53,0,0,0,0,0,1,0,0,1,0
False,G/42/P,29.0,False,272.0,615.0,0.0,0.0,1.0,False,1,0,0,0,0,1,42,0,0,0,0,0,0,1,0,1,0
False,F/54/P,21.0,False,702.0,172.0,408.0,2.0,6.0,True,1,0,0,0,0,1,54,0,0,0,0,0,1,0,0,1,0
True,A/3/S,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1
True,F/49/S,60.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0,1,0,0,1,49,0,0,0,0,0,1,0,0,0,1
False,F/50/S,22.0,False,0.0,0.0,313.0,299.0,92.0,False,1,0,0,0,0,1,50,0,0,0,0,0,1,0,0,0,1
False,E/16/S,26.0,False,0.0,4810.0,0.0,981.0,2054.0,False,0,1,0,0,0,1,16,0,0,0,0,1,0,0,0,0,1
False,F/56/P,26.0,False,66.0,29.0,0.0,0.0,803.0,False,1,0,0,0,0,1,56,0,0,0,0,0,1,0,0,1,0
